"WBIC","lakename","max_area","max_depth","lower_area","lower_depth","depth_change"
1857400,"jute",190.5657064,23,171.50913576,17.3391686427675,5.66083135723253
1598300,"kathan",214.0756733,14,192.66810597,13.0144870405046,0.985512959495418
2166100,"kathyrn",63.31307775,58,56.981769975,55.2843305874898,2.71566941251018
2081700,"kidney",38.76791886,32,34.891126974,31.3223248774537,0.677675122546251
1631700,"kildare",54.29791593,35,48.868124337,33.8652696875709,1.13473031242908
1858200,"kirby",97.66029003,19,87.894261027,17.6157253599114,1.38427464008859
1858300,"knickerbocker",14.73389731,25,13.260507579,22.4489795918367,2.55102040816326
1630600,"landingmill",125.0610416,23,112.55493744,21.7151153826386,1.28488461736136
2475300,"lily",188.5016595,22,169.65149355,21.2794766118108,0.720523388189179
2475900,"littlebass",73.54987361,4,66.194886249,3.54290062267231,0.457099377327686
2390500,"littlecourtoreilles",221.4056032,46,199.26504288,43.5012493753123,2.49875062468766
2324000,"littlecrawlingstone",113.2990016,44,101.96910144,40.911673872761,3.08832612723904
2335500,"littlecrooked",153.6770697,30,138.30936273,28.3117233927607,1.68827660723933
2107600,"littledevils",51.98961022,34,46.790649198,31.5579975579976,2.44200244200244
1861400,"littledummy",42.68678513,44,38.418106617,43.042970619198,0.957029380801991
2332300,"littlejohn",151.0370109,16.4,135.93330981,13.2881931597173,3.11180684028271
1542100,"littlemuskie",79.07384454,19,71.166460086,16.2403135003864,2.75968649961364
2313100,"littlepike",95.97855422,20,86.380698798,17.1278123504069,2.8721876495931
2477700,"littlesand",70.81657421,21,63.734916789,17.010740842743,3.98925915725695
1540400,"littlespider",222.6585154,23,200.39266386,19.3440041529676,3.65599584703236
1605600,"lonestone",170.7664694,30,153.68982246,27.7172076884445,2.28279231155549
1000900,"long",69.45488397,20,62.509395573,17.6602714085166,2.33972859148339
1602300,"long",885.843712,88,797.2593408,81.686074281479,6.31392571852096
2165400,"long",30.47776275,15,27.429986475,13.7850807921273,1.21491920787268
2478200,"long",273.3414847,17,246.00733623,14.5510204081633,2.44897959183673
2483100,"long",46.70210638,31,42.031895742,28,3
1407000,"lost",42.06600283,23,37.859402547,20.093023255814,2.90697674418605
1593400,"lost",538.570492,20,484.7134428,16.6448816272091,3.35511837279093
2166600,"lost",20.19635879,25,18.176722911,22.5458918229116,2.45410817708844
2339800,"lostcanoe",279.440255,41,251.4962295,36.965063353426,4.034936646574
2317600,"lowarsugarbush",179.6425269,61,161.67827421,57.555762209823,3.44423779017703
2479900,"lowerpine",96.1885202,102,86.56966818,98.3146791678875,3.68532083211251
1544700,"madeline",171.5228295,17,154.37054655,13.4818014904417,3.51819850955827
2480800,"mallard",103.4814473,35,93.13330257,33.197548666186,1.80245133381398
1678200,"marinuka",116.5554182,7,104.89987638,6.27095990279465,0.729040097205345
2171200,"marshmiller",440.5643212,14,396.50788908,11.9669287069667,2.03307129303334
1003900,"mcgrath",51.0765315,20,45.96887835,17.4548231102062,2.54517688979384
2481600,"mclain",142.8234536,30,128.54110824,26.2930887890198,3.7069112109802
1587600,"mcnaughton",120.5718793,9,108.51469137,7.98949070331447,1.01050929668553
2424800,"meadow",32.228427,5,29.0055843,4.48962443947009,0.510375560529911
2317700,"middlesugarbush",254.2579991,57,228.83219919,55.782170983194,1.21782901680604
2482900,"minnow",56.32483878,50,50.692354902,44.3333004342677,5.66669956573233
1005400,"mission",104.4413472,26,93.99721248,22.6720169387337,3.32798306126631
1005700,"moccasin",94.23152632,30,84.808373688,26.4362139917695,3.56378600823045
2103200,"montanis",211.6794412,14,190.51149708,11.2577696526508,2.74223034734917
1544000,"mud",40.84188621,26,36.757697589,23.7625298329356,2.23747016706444
2094600,"mud",331.9245981,15,298.73213829,14.0121180189673,0.987881981032666
2110900,"murphydamflowage",171.6693749,10,154.50243741,8.92043614379791,1.07956385620209
1555500,"muskellunge",159.7085194,20,143.73766746,17.3809648525483,2.61903514745168
1596600,"muskellunge",269.8732007,19,242.88588063,16.1189858830308,2.88101411696917
2405900,"muskellunge",20.84851596,8,18.763664364,4.79057154776804,3.20942845223196
1869700,"nebish",93.028742,52,83.7258678,47.793526362372,4.20647363762802
2486100,"nicaboyne",289.4537847,34,260.50840623,30.8727396111932,3.12726038880683
2436000,"north",132.1597567,30,118.94378103,27.078870496592,2.92112950340798
2323800,"northplacidtown",33.26230122,23,29.936071098,20.4522292993631,2.54777070063694
2310400,"northturtle",359.1540938,58,323.23868442,54.1389961389961,3.86100386100386
2485900,"northtwin",98.31232708,20,88.481094372,17.9830576845502,2.01694231544978
2178100,"oliver",15.06305883,31,13.556752947,26.9036539406849,4.09634605931509
1518200,"oneida",255.1588792,34,229.64299128,30.8177189409369,3.18228105906313
1872100,"pallette",180.2791629,60,162.25124661,55.2107279693487,4.78927203065134
1009400,"paradise",81.37456359,48,73.237107231,44.9930238152514,3.00697618474862
1872700,"payment",64.98304453,18,58.484740077,16.2663569224368,1.73364307756319
1481600,"pesobic",147.3001345,11,132.57012105,7.97480531378836,3.02519468621164
1558400,"pickerel",48.96741494,14,44.070673446,12.3477082713724,1.65229172862761
1619700,"pickerel",270.3290963,26,243.29618667,23.6595412700889,2.34045872991106
2458900,"pickerel",15.00795993,43,13.507163937,41.1537552617975,1.8462447382025
2489200,"pickerel",88.82983141,38,79.946848269,36.0429251745058,1.95707482549416
1529700,"pier",261.6463003,15,235.48167027,13.4493239052227,1.55067609477732
2157900,"pike",188.9219958,37,170.02979622,34.3192744169422,2.68072558305781
2299900,"pike",213.7999468,80,192.41995212,75.2919020715631,4.70809792843691
1012000,"pine",104.0144506,21,93.61300554,18.5751697381183,2.42483026188167
1581700,"pine",242.0729673,32,217.86567057,29.891363022942,2.10863697705803
2309700,"pine",186.6125955,21,167.95133595,18.5834904064569,2.41650959354308
1623400,"pioneer",429.4299403,27,386.48694627,24.1354912632484,2.86450873675165
2436500,"placid",178.3478694,30,160.51308246,29.0145194139675,0.985480586032455
1012500,"plainfield",29.37363108,12,26.436267972,9.72361876288842,2.27638123711158
2098000,"poskin",153.5141227,30,138.16271043,26.2296918767507,3.7703081232493
2355300,"potato",540.3491207,24,486.31420863,21.6837911706119,2.31620882938806
2234600,"price",88.98419184,27,80.085772656,23.6043083900227,3.39569160997732
2426300,"redike",37.59118007,11,33.832062063,7.57175925925926,3.42824074074074
1280400,"redstone",604.545156,10,544.0906404,7.69657268996508,2.30342731003492
2263400,"riley",184.1882017,5,165.76938153,4.25161652215723,0.748383477842766
1506200,"road",78.95164102,33,71.056476918,29.2905260034127,3.70947399658728
2139000,"rockdamlake",95.87259943,10,86.285339487,9.26788198257559,0.732118017424408
1878200,"round",107.8052199,5,97.02469791,4.30755914598961,0.692440854010386
2169200,"round",215.790062,18,194.2110558,14.4554982395808,3.54450176041923
1764500,"sackett",60.16933159,32,54.152398431,27.8771937619899,4.12280623801008
2254800,"sailor",167.8489332,7,151.06403988,5.29555138912562,1.70444861087438
1879700,"sallisbury",79.70700308,16,71.736302772,12.8527727072449,3.14722729275509
1880000,"sand",14.84066603,13,13.356599427,11.129442573887,1.87055742611298
1576100,"shepard",178.5943773,18,160.73493957,15.2912942196219,2.70870578037814
1736200,"sherwood",114.1307193,8,102.71764737,7.37293591405042,0.627064085949584
1017400,"silver",79.52560568,39,71.573045112,35.274217585693,3.72578241430701
1599800,"silver",57.48932465,19,51.740392185,16.0264644662504,2.97353553374962
2294500,"six",142.441453,15,128.1973077,13.3767112169255,1.62328878307451
1018600,"snowden",134.7937433,11,121.31436897,8.60364246345555,2.39635753654445
2323900,"southplacidtwin",35.56654097,26,32.009886873,22.3627932351337,3.63720676486634
1881900,"sparkling",157.1651071,60,141.44859639,53.9478703115067,6.05212968849332
1882100,"spiderlakechain",40.8063223,62,36.72569007,58.9257255287752,3.07427447122479
1513000,"spirit",136.7962745,9,123.11664705,6.88285109386027,2.11714890613973
1611100,"spring",88.48540653,15,79.636865877,13.9043977474418,1.09560225255823
1402300,"springvillepond",13.95463597,10,12.559172373,8.85753314601668,1.14246685398332
1882800,"statenaker",58.23119138,77,52.408072242,74.5768149655908,2.42318503440923
2323600,"stearns",232.4818432,16,209.23365888,12.2479363650008,3.75206363499925
1575700,"stella",415.1614311,22,373.64528799,19.0469534402992,2.95304655970076
1513800,"stone",86.83095319,16,78.147857871,14.4431759211209,1.55682407887909
2272700,"stone",249.2637904,14,224.33741136,10.6576475009395,3.3423524990605
1884200,"street",45.98107281,22,41.382965529,17.3957865168539,4.60421348314607
1825100,"strum",54.86276102,8,49.376484918,7.39887865020044,0.601121349799556
1020400,"sugarcamp",519.1406664,38,467.22659976,35.6798143851508,2.32018561484919
1020600,"sunday",87.01406359,43,78.312657231,39.4090778511922,3.59092214880781
1020900,"sunset",207.2187808,30,186.49690272,26.4741846534183,3.52581534658172
1572500,"sunset",34.48303389,16,31.034730501,14.0566675735551,1.94333242644487
1528700,"swampsauger",135.6444717,15,122.08002453,12.6423990946813,2.35760090531875
2473500,"tahkodah",147.8271905,18,133.04447145,13.9522690556616,4.04773094433838
1603600,"tambling",171.9966892,11,154.79702028,9.49809257757352,1.50190742242648
1269100,"tarrant",23.57459773,5,21.217137957,3.43790679510544,1.56209320489456
1714900,"tealflowage",15.50793079,10,13.957137711,8.66089363031737,1.33910636968263
1859400,"ten",42.01004652,37,37.809041868,31.8820318282754,5.11796817172465
1572200,"third",96.66354055,14,86.997186495,12.7918619823129,1.20813801768714
2151200,"tildenmillpond",48.26914991,11,43.442234919,10.50092329191,0.499076708090033
1342100,"tomah",245.4944985,17,220.94504865,16.0406753645434,0.959324635456639
1586800,"tomdoyle",107.591252,30,96.8321268,25.936678614098,4.06332138590203
1023100,"townline",61.27204596,23,55.144841364,20.6798143851508,2.32018561484919
2172600,"townline",44.8272166,26,40.34449494,24.5484526505255,1.45154734947454
1711500,"trow",38.03135898,9,34.228223082,8.10046152386715,0.89953847613285
2269000,"tucker",106.8238084,32,96.14142756,28.3880505459453,3.61194945405472
1482400,"tug",151.4506102,20,136.30554918,17.9282340266843,2.07176597331565
1887500,"twoisland",29.40533518,38,26.464801662,34.7814612166077,3.21853878339234
1621800,"upperbuckatabon",493.003345,47,443.7030105,44.4327377284863,2.56726227151366
2330800,"uppergresham",362.1316805,32,325.91851245,29.6292081555239,2.37079184447605
2098800,"uppervermilion",91.47292727,9,82.325634543,6.79590037469694,2.20409962530306
1176400,"vandercook",97.31094152,20,87.579847368,14.7063583815029,5.29364161849711
1176700,"virgin",38.44157314,30,34.597415826,27.743071228672,2.25692877132798
1332700,"wazeda",51.51763249,12,46.365869241,10.5615650172612,1.43843498273878
1522900,"westhorsehead",145.2681853,23,130.74136677,20.9488021004267,2.05119789957335
1177200,"westmitchell",54.98986694,13,49.490880246,11.5314612573751,1.46853874262491
2340500,"whitebirch",112.9189406,27,101.62704654,24.3432518597237,2.6567481402763
1177600,"widley",44.77106502,22,40.293958518,17.4018760345779,4.59812396542211
2336800,"wildcat",293.072607,36,263.7653463,33.588424437299,2.41157556270096
1529500,"willow",409.6227292,6,368.66045628,4.76408616803816,1.23591383196184
2297000,"wilson",155.1961623,21,139.67654607,16.86805466854,4.13194533145996
2420000,"wilson",103.0643487,25,92.75791383,22.2772816379874,2.72271836201264
2046700,"wintergreen",49.62741362,15,44.664672258,13.3123502210821,1.68764977891788
1177500,"witches",27.96778071,40,25.171002639,37.0438689842734,2.95613101572662
1467100,"wood",62.24585105,33,56.021265945,30.6626412154266,2.33735878457343
