"WBIC","lake","max_depth","max_vol","vol_pcnt_loss_1ft_depth","depth_change_10pcnt_vol_loss","max_area","area_pcnt_loss_1ft_depth","depth_change_10pcnt_area_loss"
1623400,"pioneer",27,5155.51041252314,7.89335698920701,1.26688809509991,429.4299403,3.491,2.86450873675165
2436500,"placid",30,1279.13767151721,11.820583785894,0.845981905896508,178.3478694,10.1473333333333,0.985480586032455
1012500,"plainfield",12,220.684277722493,11.8484734727559,0.843990580136232,29.37363108,4.39293728,2.27638123711158
2098000,"poskin",30,2646.40309625383,5.59057824416687,1.78872373540856,153.5141227,2.41666666666666,3.7703081232493
2355300,"potato",24,5326.82917550069,9.0490331579281,1.10509043623503,540.3491207,4.31740000000001,2.31620882938806
2234600,"price",27,1288.22058590001,6.61036571213846,1.51277560659575,88.98419184,2.86800000000001,3.39569160997732
2426300,"redike",11,257.136452680024,14.0775166146712,0.710352562438342,37.59118007,2.47,3.42824074074074
1280400,"redstone",10,4224.72588212639,12.7566027768401,0.783907767211755,604.545156,4.34135688000001,2.30342731003492
2263400,"riley",5,613.297589128077,20,0.5,184.1882017,13.36213358,0.748383477842766
1506200,"road",33,1371.30868432715,5.36937423462646,1.86241441982404,78.95164102,2.69579999999999,3.70947399658728
2139000,"rockdamlake",10,399.894199482473,19.0624775239146,0.524590782465429,95.87259943,13.659,0.732118017424408
1878200,"round",5,334.75622980738,25.2278842391541,0.396386787936811,107.8052199,14.4416666666667,0.692440854010386
2169200,"round",18,2192.65900423665,9.51301904572105,1.05119099961205,215.790062,2.225,3.54450176041923
1764500,"sackett",32,830.998822346629,7.12823029327237,1.4028727452083,60.16933159,1.03465976666667,4.12280623801008
2254800,"sailor",7,758.642769032694,20.1777956743613,0.495594274091415,167.8489332,5.867,1.70444861087438
1879700,"sallisbury",16,555.772223305885,13.2024369361036,0.757435922504115,79.70700308,3.1774,3.14722729275509
1880000,"sand",13,106.468422165823,12.0760792294504,0.828083338142783,14.84066603,5.346,1.87055742611298
1576100,"shepard",18,1620.45643705005,10.0040337734849,0.99959678529919,178.5943773,3.6918,2.70870578037814
1736200,"sherwood",8,360.282148150275,24.1004197354874,0.414930532735709,114.1307193,15.9473333333333,0.627064085949584
1017400,"silver",39,1243.1601731109,5.96781003313673,1.67565655482903,79.52560568,2.684,3.72578241430701
1599800,"silver",19,481.686954231448,11.3329362957588,0.882383853489266,57.48932465,3.363,2.97353553374962
2294500,"six",15,845.490444779365,15.2904330656594,0.654003713109923,142.441453,6.16033333333333,1.62328878307451
1018600,"snowden",11,917.193242785386,13.1631351386305,0.759697434895472,134.7937433,4.173,2.39635753654445
2323900,"southplacidtwin",26,560.796323907999,6.11763735906556,1.63461797636326,35.56654097,2.36,3.63720676486634
1881900,"sparkling",60,5685.31808812914,2.64448325359183,3.78145710940603,157.1651071,1.7352,6.05212968849332
1882100,"spiderlakechain",62,1019.71775728238,3.67630669396911,2.72012126093961,40.8063223,3.2528,3.07427447122479
1513000,"spirit",9,772.150675303485,16.4610693893026,0.607493946079749,136.7962745,4.72333333333333,2.11714890613973
1611100,"spring",15,629.356878214952,10.8514527138649,0.921535601147943,88.48540653,9.12739999999999,1.09560225255823
1402300,"springvillepond",10,78.4739709416488,10,1,13.95463597,8.75298916999999,1.14246685398332
1882800,"statenaker",77,1680.61885794093,3.10739577379899,3.21812885385189,58.23119138,4.1268,2.42318503440923
2323600,"stearns",16,2403.65302502912,9.02757493398844,1.10771719682441,232.4818432,2.6652,3.75206363499925
1575700,"stella",22,3825.16457449745,10.3021268374851,0.970673352963797,415.1614311,3.38633333333333,2.95304655970076
1513800,"stone",16,681.388538967887,11.5154256878162,0.868400376251866,86.83095319,6.42333333333333,1.55682407887909
2272700,"stone",14,1676.87728243373,14.2569403566353,0.701412768087081,249.2637904,2.726,3.3423524990605
1884200,"street",22,615.513676092134,7.31015580177854,1.36795990005672,45.98107281,1.42966666666667,4.60421348314607
1825100,"strum",8,176.055974288187,23.3861171661671,0.427604117816834,54.86276102,16.6355761666667,0.601121349799556
1020400,"sugarcamp",38,6646.19455345272,6.96945080180905,1.43483328663491,519.1406664,4.31,2.32018561484919
1020600,"sunday",43,1438.73142400695,5.62691153692861,1.77717384294589,87.01406359,2.7848,3.59092214880781
1020900,"sunset",30,3111.42729309254,6.4190039679844,1.55787409540114,207.2187808,2.41166666666667,3.52581534658172
1572500,"sunset",16,321.471876573253,9.34668510213342,1.06989803237486,34.48303389,5.1458,1.94333242644487
1528700,"swampsauger",15,1146.03979472254,10.580848281127,0.945103807776633,135.6444717,4.2416,2.35760090531875
2473500,"tahkodah",18,1696.96079840213,8.43109216502147,1.18608595473402,147.8271905,2.14433333333333,4.04773094433838
1603600,"tambling",11,1022.85657082139,14.0163327282618,0.713453382840758,171.9966892,6.6582,1.50190742242648
1269100,"tarrant",5,95.9093610558795,22.2197778698165,0.450049503581404,23.57459773,6.40166666666667,1.56209320489456
1714900,"tealflowage",10,78.3480048424288,17.5764653487394,0.568942606012488,15.50793079,7.46766666666666,1.33910636968263
1859400,"ten",37,708.355340100237,5.64923669622698,1.77015064825993,42.01004652,1.898,5.11796817172465
1572200,"third",14,622.352739664687,12.3179266705393,0.811824933486324,96.66354055,8.2772,1.20813801768714
2151200,"tildenmillpond",11,138.504222789003,24.3758745249467,0.410241691626933,48.26914991,20.037,0.499076708090033
1342100,"tomah",17,1074.26183093114,19.2791899284949,0.518693992698307,245.4944985,10.424,0.959324635456639
1586800,"tomdoyle",30,1665.35065612574,6.26692065346146,1.59568000824721,107.591252,1.99833333333333,4.06332138590203
1023100,"townline",23,712.191949893302,7.67629892699579,1.30271112356402,61.27204596,4.31,2.32018561484919
2172600,"townline",26,370.814321892528,10.0067939381631,0.999321067446271,44.8272166,6.8892,1.45154734947454
1711500,"trow",9,171.092333783824,16.0507907096985,0.623022266059303,38.03135898,11.11681186,0.89953847613285
2269000,"tucker",32,1481.32735343993,6.94071507097959,1.44077373840224,106.8238084,2.50200000000001,3.61194945405472
1482400,"tug",20,1549.70322381048,8.59358508267854,1.163658694688,151.4506102,4.82679999999999,2.07176597331565
1887500,"twoisland",38,354.747433878279,7.64523522366038,1.30800422844442,29.40533518,3.107,3.21853878339234
1621800,"upperbuckatabon",47,9808.6072108489,4.53677744146702,2.20420775076998,493.003345,3.8952,2.56726227151366
2330800,"uppergresham",32,4849.667465256,6.67973416965353,1.49706556369124,362.1316805,4.21799999999999,2.37079184447605
2098800,"uppervermilion",9,509.801034542891,16.7217662241656,0.598022951998241,91.47292727,4.537,2.20409962530306
1176400,"vandercook",20,1191.85468064281,7.79790821283648,1.2823951920258,97.31094152,1.7968,5.29364161849711
1176700,"virgin",30,318.674875094629,10.7267320880354,0.932250373919008,38.44157314,4.4308,2.25692877132798
1332700,"wazeda",12,281.94544150311,16.3667741985585,0.610993949001919,51.51763249,6.952,1.43843498273878
1522900,"westhorsehead",23,1429.55515790024,8.92325827168523,1.12066687924202,145.2681853,4.87519999999999,2.05119789957335
1177200,"westmitchell",13,347.811557495889,13.1187541416958,0.762267505891938,54.98986694,6.80949007999999,1.46853874262491
2340500,"whitebirch",27,1401.18403335966,7.30048771996558,1.36977149795783,112.9189406,3.764,2.6567481402763
1177600,"widley",22,561.897236835584,7.53462723064621,1.32720567240887,44.77106502,2.17480000000001,4.59812396542211
2336800,"wildcat",36,3456.4690196973,7.95156818355252,1.25761356365963,293.072607,4.14666666666667,2.41157556270096
1529500,"willow",6,1111.73656818526,35.8322433263941,0.279078256667061,409.6227292,5.499,1.23591383196184
2297000,"wilson",21,2128.12039171145,7.08957659295874,1.41052147034166,155.1961623,1.85633333333333,4.13194533145996
2420000,"wilson",25,1104.99410815218,8.47072210718749,1.18053689797177,103.0643487,3.67280000000001,2.72271836201264
2046700,"wintergreen",15,410.347991572991,10.302440263286,0.970643822671432,49.62741362,5.9254,1.68764977891788
1177500,"witches",40,476.645097917281,5.37140644207327,1.86170979758147,27.96778071,3.3828,2.95613101572662
1467100,"wood",33,766.611187112653,7.59853554684773,1.31604306360698,62.24585105,4.27833333333334,2.33735878457343
