"WBIC","lake","depth_feet","area_acres","volume_acre_ft"
1539700,"gunlock",6,40.789810148644,108.432933963802
1539700,"gunlock",1,2.152802864064,1.076401432032
1539700,"gunlock",0,0,0
2150200,"hallie",13,78.63694176,470.335805545445
2150200,"hallie",10,63.2760015566016,257.466390570542
2150200,"hallie",8,45.4623751397088,148.728013874232
2150200,"hallie",3,8.76801900624,13.15202850936
2150200,"hallie",0,0,0
2328400,"hiawthat",59.04,36.28192137,1017.94813562438
2328400,"hiawthat",52.48,31.6809020753062,795.030074723771
2328400,"hiawthat",42.615,25.5261457798635,512.856311178147
2328400,"hiawthat",32.8,19.0614330301569,294.042768167971
2328400,"hiawthat",26.24,15.2235313876383,181.588084877603
2328400,"hiawthat",19.68,10.5380840619165,97.0899862030636
2328400,"hiawthat",13.12,6.4095642292242,41.501699808122
2328400,"hiawthat",6.56,3.0810607627404,10.3724498344782
2328400,"hiawthat",0,0.0812715038688,0
2344000,"high",36,741.0649349,12844.2560220764
2344000,"high",31,665.505954137596,9327.82879948239
2344000,"high",26,617.299680122351,6120.81471383253
2344000,"high",21,405.844211597985,3562.95498453169
2344000,"high",16,302.13217395873,1793.0140206399
2344000,"high",11,181.835103076413,583.095828052041
2344000,"high",6,25.181386487902,65.554604141254
2344000,"high",1,0.867045973833,0.4335229869165
2344000,"high",0,0,0
1564600,"hilt",64,60.87510888,1430.01566082236
1564600,"hilt",61,52.7951556783576,1259.51026398482
1564600,"hilt",54,42.0787015111224,927.451763821642
1564600,"hilt",44,33.0387478424424,551.864517053818
1564600,"hilt",34,21.4590846312888,279.375354685162
1564600,"hilt",24,12.412434700632,110.017758025558
1564600,"hilt",14,4.0536735003192,27.6872170208016
1564600,"hilt",4,1.0598356456008,2.1196712912016
1564600,"hilt",0,0,0
1568900,"hixon",28,57.50282572,673.117152341433
1568900,"hixon",23,44.9292578480648,417.036943421271
1568900,"hixon",18,29.7669127622152,230.296516895571
1568900,"hixon",13,19.358326278638,107.483419293438
1568900,"hixon",8,10.8197316874752,32.0382743781552
1568900,"hixon",3,1.2472362898668,1.8708544348002
1568900,"hixon",0,0,0
1588000,"horsehead",11,377.1936946,2824.96200021113
1588000,"horsehead",6,323.564295101772,1073.0670259567
1588000,"horsehead",1,88.052096067424,44.026048033712
1588000,"horsehead",0,0,0
1513900,"hultamn",14,181.9201652,1449.72725408376
1513900,"hultamn",11,166.673436154588,926.836852051874
1513900,"hultamn",9,152.77655473496,607.386861162326
1513900,"hultamn",4,50.098994294428,100.197988588856
1513900,"hultamn",0,0,0
2400600,"hunter",10,133.6977628,668.36848601348
2400600,"hunter",5,65.362162277664,170.71867331932
2400600,"hunter",0,2.925307050064,0
1249000,"indian",7,64.15873797,282.009700667766
1249000,"indian",5,58.7221189906361,159.12884370713
1249000,"indian",4,50.0361165680436,104.74972592779
1249000,"indian",3,39.4492832156139,60.0070260359613
1249000,"indian",2,26.8222019957382,26.8712834302853
1249000,"indian",1,13.178204779038,6.87108004289715
1249000,"indian",0,0.5639553067563,0
1598900,"indian",26,354.4493451,3511.59700728127
1598900,"indian",21,237.668919369903,2031.30134610651
1598900,"indian",16,154.511558515992,1050.85015139177
1598900,"indian",11,96.211730233944,424.041929516934
1598900,"indian",6,35.813561828904,93.978699359814
1598900,"indian",1,1.481598262518,0.740799131259
1598900,"indian",0,0,0
2448700,"indian",9,75.70296689,466.336332279751
2448700,"indian",6,68.791286012943,249.594952925337
2448700,"indian",4,60.2678889707979,120.535777941596
2448700,"indian",0,0,0
2470600,"island",44,251.9617118,3531.44118082076
2470600,"island",41,231.1748705765,2806.73630725601
2470600,"island",39,187.615729840516,2387.945706839
2470600,"island",34,134.756682321994,1582.01467643272
2470600,"island",29,110.439857516176,969.023326837297
2470600,"island",24,79.16636984756,495.007758427957
2470600,"island",19,37.690952468162,202.864452638652
2470600,"island",14,13.878051085944,73.941943753387
2470600,"island",9,5.815276308344,24.708625267667
2470600,"island",4,2.260096554846,4.520193109692
2470600,"island",0,0,0
2470800,"island",51,63.05142549,1235.52263190366
2470800,"island",48,59.3206726437567,1051.96448470302
2470800,"island",46,55.3868942074356,937.25691785183
2470800,"island",41,49.7255067126885,674.47591555152
2470800,"island",36,38.2860865860378,454.446932304704
2470800,"island",31,26.5074497902509,292.463091363983
2470800,"island",26,15.9343562498328,186.358576263773
2470800,"island",21,12.4293275068437,115.449366872082
2470800,"island",16,7.8789061292304,64.6787827818969
2470800,"island",11,5.006283183906,32.4658094990559
2470800,"island",6,3.3820784632836,11.4949053810819
2470800,"island",1,1.0132364076243,0.50661820381215
2470800,"island",0,0,0
1855900,"jag",27,161.7092101,1768.01126405608
1855900,"jag",22,138.025279188754,1018.67504083419
1855900,"jag",17,92.914877939258,441.324648014163
1855900,"jag",12,38.460918530184,112.885156840557
1855900,"jag",7,3.148478320647,8.86166471348
1855900,"jag",2,0.282991117675,0.282991117675
1855900,"jag",0,0,0
1857400,"jute",23,190.5657064,3059.56862373622
1857400,"jute",20,183.192719219384,2498.93098530714
1857400,"jute",18,175.12035589628,2140.61791019148
1857400,"jute",13,147.797044912648,1333.32440816916
1857400,"jute",8,122.70525835096,657.068650010136
1857400,"jute",3,87.576376033184,131.364564049776
1857400,"jute",0,0,0
1598300,"kathan",14,214.0756733,1110.02518119516
1598300,"kathan",12,170.631156160498,725.318351734662
1598300,"kathan",10,140.377982009742,414.309213564422
1598300,"kathan",8,92.260192922101,181.671038632579
1598300,"kathan",6,34.55181367062,54.859032039858
1598300,"kathan",4,8.929096333343,11.378122035895
1598300,"kathan",2,1.102489717495,1.346535985057
1598300,"kathan",0,0.244046267562,0
2166100,"kathyrn",58,63.31307775,946.541275585717
2166100,"kathyrn",55,56.3188820509575,767.093335884281
2166100,"kathyrn",53,51.0018497815125,659.772604051811
2166100,"kathyrn",48,39.260439512775,434.116880816093
2166100,"kathyrn",43,26.058396540345,270.819790683293
2166100,"kathyrn",38,15.4958757793125,166.934109884149
2166100,"kathyrn",33,8.63083875888,106.617323538668
2166100,"kathyrn",28,5.436060855615,71.45007450243
2166100,"kathyrn",23,4.022912960235,47.802639962805
2166100,"kathyrn",18,3.037761470445,30.150953886105
2166100,"kathyrn",13,2.09946165819,17.3078960645175
2166100,"kathyrn",8,1.4783603654625,8.36334100538625
2166100,"kathyrn",3,1.1212746069525,1.86425357434875
2166100,"kathyrn",0,0.12156110928,0
2081700,"kidney",32,38.76791886,374.254245977971
2081700,"kidney",29,21.6057488598666,283.693744398171
2081700,"kidney",27,17.3405024268894,244.747493111415
2081700,"kidney",22,14.8233014553096,164.337983405917
2081700,"kidney",17,12.3111403131816,96.5018789846892
2081700,"kidney",12,8.397131225076,44.7312001390452
2081700,"kidney",7,4.2396596065296,13.1392230600312
2081700,"kidney",2,0.7257354410592,0.7257354410592
2081700,"kidney",0,0,0
1631700,"kildare",35,54.29791593,606.38337871062
1631700,"kildare",32,39.9426329164266,465.02255544098
1631700,"kildare",30,32.0010197325048,393.078902792049
1631700,"kildare",25,25.215952157892,250.036473066057
1631700,"kildare",20,18.265818918852,141.332045374197
1631700,"kildare",15,13.1748463212552,62.730382273929
1631700,"kildare",10,5.7865289006601,15.3269442191407
1631700,"kildare",5,0.1721243934981,0.43031098374525
1631700,"kildare",0,0,0
1858200,"kirby",19,97.66029003,707.736309024208
1858200,"kirby",16,76.4953519746984,446.50284601716
1858200,"kirby",14,60.4282810589628,309.579212983499
1858200,"kirby",9,27.9152173021752,88.7204670806538
1858200,"kirby",4,4.2072052944924,8.4144105889848
1858200,"kirby",0,0,0
1858300,"knickerbocker",25,14.73389731,202.864033460168
1858300,"knickerbocker",20,11.84605343724,136.414156592068
1858300,"knickerbocker",15,9.641862399664,82.6943669998078
1858300,"knickerbocker",10,7.5123722214497,39.8087804470235
1858300,"knickerbocker",5,4.1640940577522,10.6176147490187
1858300,"knickerbocker",0,0.0829518418553,0
1630600,"landingmill",23,125.0610416,827.14122303824
1630600,"landingmill",18,76.394787871776,323.5016493588
1630600,"landingmill",13,24.8246167576,70.45313778536
1630600,"landingmill",8,1.478221511712,4.69604211208
1630600,"landingmill",3,0.2501220832,0.3751831248
1630600,"landingmill",0,0,0
2475300,"lily",22,188.5016595,986.978666500942
2475300,"lily",17,57.69281790657,371.492472984517
2475300,"lily",12,29.08580606085,154.545913065967
2475300,"lily",7,16.11689188725,41.5391681957175
2475300,"lily",2,0.356268136455,0.356268136455
2475300,"lily",0,0,0
2475900,"littlebass",4,73.54987361,165.474972363439
2475900,"littlebass",0,9.18761257171957,0
2390500,"littlecourtoreilles",46,221.4056032,3407.6536388512
2390500,"littlecourtoreilles",41,177.10234199968,2411.383775852
2390500,"littlecourtoreilles",36,112.23050026208,1688.0516701976
2390500,"littlecourtoreilles",31,100.932172330784,1155.14498871544
2390500,"littlecourtoreilles",26,85.575479692832,688.8758586564
2390500,"littlecourtoreilles",21,45.538704466176,361.09039825888
2390500,"littlecourtoreilles",16,30.996784448,169.75167597344
2390500,"littlecourtoreilles",11,11.583941159424,63.29986195488
2390500,"littlecourtoreilles",6,6.11079464832,19.06302243552
2390500,"littlecourtoreilles",1,1.26201193824,0.63100596912
2390500,"littlecourtoreilles",0,0,0
2324000,"littlecrawlingstone",44,113.2990016,2080.27730342752
2324000,"littlecrawlingstone",39,94.95589324096,1559.64006632512
2324000,"littlecrawlingstone",34,71.955062926144,1142.36267590736
2324000,"littlecrawlingstone",29,59.057104584,814.832257132
2324000,"littlecrawlingstone",24,50.023775186432,542.13005770592
2324000,"littlecrawlingstone",19,40.672075594368,315.39043075392
2324000,"littlecrawlingstone",14,24.08170279008,153.5059847928
2324000,"littlecrawlingstone",9,13.928979256704,58.47927967584
2324000,"littlecrawlingstone",4,5.25707367424,10.51414734848
2324000,"littlecrawlingstone",0,0,0
2335500,"littlecrooked",30,153.6770697,1717.79460125311
2335500,"littlecrooked",25,108.164068737648,1063.19175515899
2335500,"littlecrooked",20,79.054558195074,595.14518782719
2335500,"littlecrooked",15,51.438788769984,268.911820414545
2335500,"littlecrooked",10,24.677463852426,78.62118885852
2335500,"littlecrooked",5,3.314814393429,8.6404932438825
2335500,"littlecrooked",0,0.141382904124,0
2107600,"littledevils",34,51.98961022,741.474781165436
2107600,"littledevils",31,45.602686604473,595.086335928726
2107600,"littledevils",29,36.5346587899006,512.948990534353
2107600,"littledevils",24,29.251954190283,348.482458083894
2107600,"littledevils",19,24.66907004939,213.679897484711
2107600,"littledevils",14,18.5712086666862,105.579200694521
2107600,"littledevils",9,8.6765460496158,37.4598139037655
2107600,"littledevils",4,3.504099728828,7.008199457656
2107600,"littledevils",0,0,0
1861400,"littledummy",44,42.68678513,530.230059681633
1861400,"littledummy",41,29.3057585952989,422.241244093685
1861400,"littledummy",39,21.9627778172363,370.97270768115
1861400,"littledummy",34,17.6061645268685,272.050351820888
1861400,"littledummy",29,13.9555906625509,193.145963847339
1861400,"littledummy",24,11.5151871566688,129.46901929929
1861400,"littledummy",19,9.2305904165112,77.60457536634
1861400,"littledummy",14,6.4653404757898,38.3647481355875
1861400,"littledummy",9,3.0495439296872,14.577537121895
1861400,"littledummy",4,1.545261621706,3.090523243412
1861400,"littledummy",0,0,0
2332300,"littlejohn",16.4,151.0370109,1810.55338908275
2332300,"littlejohn",9.84,119.196898632171,924.186165817229
2332300,"littlejohn",3.28,88.821845370072,241.884685489871
2332300,"littlejohn",0,58.668816513996,0
1542100,"littlemuskie",19,79.07384454,776.615461395933
1542100,"littlemuskie",14,64.7472453862428,417.062736580326
1542100,"littlemuskie",9,44.9463639749814,142.828713177266
1542100,"littlemuskie",4,6.7695118310694,13.5390236621388
1542100,"littlemuskie",0,0,0
2313100,"littlepike",20,95.97855422,1020.61339061524
2313100,"littlepike",17,85.953594231721,747.715167937657
2313100,"littlepike",15,78.8214278676328,582.940145838303
2313100,"littlepike",10,61.5731218887566,231.95377144733
2313100,"littlepike",5,15.5658019233996,39.106461916939
2313100,"littlepike",0,0.076782843376,0
2477700,"littlesand",21,70.81657421,836.474752082388
2477700,"littlesand",18,66.2786481346232,630.831918565454
2477700,"littlesand",16,61.135948515493,503.417321915337
2477700,"littlesand",11,47.758697647224,231.180706508545
2477700,"littlesand",6,21.6259654322498,57.7190488098605
2477700,"littlesand",1,1.218045076412,0.609022538206
2477700,"littlesand",0,0,0
1540400,"littlespider",23,222.6585154,2882.54827329417
1540400,"littlespider",20,208.833648178814,2235.31002792595
1540400,"littlespider",18,183.098776968882,1843.37760277825
1540400,"littlespider",13,137.282334255024,1042.42482471849
1540400,"littlespider",8,102.796983389872,442.226530606248
1540400,"littlespider",3,46.308518032892,69.462777049338
1540400,"littlespider",0,0,0
1605600,"lonestone",30,170.7664694,2436.72225097116
1605600,"lonestone",25,133.363489607318,1676.39735345286
1605600,"lonestone",20,101.55481935218,1089.10158105412
1605600,"lonestone",15,81.061135359486,632.56169427495
1605600,"lonestone",10,53.178386235854,296.9628902866
1605600,"lonestone",5,28.704135841446,92.25658509335
1605600,"lonestone",0,8.198498195894,0
1000900,"long",20,69.45488397,651.552793778372
1000900,"long",15,54.612375265611,341.384645689344
1000900,"long",10,32.9000839877493,122.603497555943
1000900,"long",5,7.8511800839688,20.725337376648
1000900,"long",0,0.4389548666904,0
1602300,"long",88,885.843712,38677.1899347725
1602300,"long",83,825.52661364992,34398.7641206477
1602300,"long",78,717.95861170176,30540.0510572685
1602300,"long",68,654.09813850368,23679.7673062413
1602300,"long",58,586.72086576896,17475.6722848781
1602300,"long",48,492.11275732736,12081.5041693965
1602300,"long",38,392.72109284096,7657.33491855488
1602300,"long",28,298.41417126144,4201.65859804288
1602300,"long",18,179.86170728448,1810.27920531328
1602300,"long",8,94.81185249536,436.91140641408
1602300,"long",3,49.97044379392,74.95566569088
1602300,"long",0,0,0
2165400,"long",15,30.47776275,214.904038758731
2165400,"long",10,17.9346394902375,93.8730331581375
2165400,"long",5,8.083312236555,28.8281538411563
2165400,"long",0,3.4479492999075,0
2478200,"long",17,273.3414847,2996.87777044294
2478200,"long",14,239.85715282425,2227.07981415657
2478200,"long",12,210.80095300064,1776.42170833168
2478200,"long",7,178.79266514227,802.437662974402
2478200,"long",2,94.98616593325,117.990585285602
2478200,"long",0,23.004419352352,0
2483100,"long",31,46.70210638,733.632180617889
2483100,"long",28,42.031895742,600.531177434889
2483100,"long",26,37.4438808112288,521.05540088166
2483100,"long",21,31.411836751188,348.916106975618
2483100,"long",16,25.00897796649,207.864070181423
2483100,"long",11,18.0111343465108,100.313789398921
2483100,"long",6,10.185729401478,29.821630028949
2483100,"long",1,1.452435508418,0.726217754209
2483100,"long",0,0,0
1407000,"lost",23,42.06600283,514.652305023352
1407000,"lost",18,34.83065034324,322.410672090252
1407000,"lost",13,27.7627205477434,165.927244862794
1407000,"lost",8,15.9943355960226,56.5346045033785
1407000,"lost",3,4.1371913783305,6.20578706749575
1407000,"lost",0,0,0
1593400,"lost",20,538.570492,6224.79505368354
1593400,"lost",17,490.4492185398,4681.26548787384
1593400,"lost",15,458.14576042964,3732.6705089044
1593400,"lost",10,335.66944484392,1748.1324957205
1593400,"lost",5,177.96523337648,464.0458001695
1593400,"lost",0,7.65308669132,0
2166600,"lost",25,20.19635879,253.466322450379
2166600,"lost",20,16.0815526501254,162.771543850066
2166600,"lost",15,11.1794924446166,94.6189311132105
2166600,"lost",10,7.7543919574205,47.2842201081178
2166600,"lost",5,4.5942676975492,16.4125709706935
2166600,"lost",0,1.9707606907282,0
2339800,"lostcanoe",41,279.440255,6114.85238602242
2339800,"lostcanoe",34.44,234.0088583421,4430.73929426033
2339800,"lostcanoe",27.88,194.5518943361,3025.06002547583
2339800,"lostcanoe",21.32,164.2829259145,1848.08181505387
2339800,"lostcanoe",14.76,121.9756713075,909.153616165706
2339800,"lostcanoe",8.2,71.8217343401,273.498125641578
2339800,"lostcanoe",1.64,9.2494724405,7.58456740121
2339800,"lostcanoe",0,0,0
2317600,"lowarsugarbush",61,179.6425269,4178.91452133329
2317600,"lowarsugarbush",56,153.563821269927,3345.89865090847
2317600,"lowarsugarbush",51,131.742643527384,2632.6324889152
2317600,"lowarsugarbush",46,115.97721536664,2013.33284168014
2317600,"lowarsugarbush",41,98.806982645538,1476.37234664969
2317600,"lowarsugarbush",36,78.532527059604,1033.02357238684
2317600,"lowarsugarbush",31,63.318601456443,678.395751096719
2317600,"lowarsugarbush",26,40.969274684814,417.676060743576
2317600,"lowarsugarbush",21,27.562552902267,246.346491775874
2317600,"lowarsugarbush",16,19.458878513808,128.792913235686
2317600,"lowarsugarbush",11,11.8564067754,50.504700012666
2317600,"lowarsugarbush",6,3.706025329947,11.5986197492985
2317600,"lowarsugarbush",1,0.777852141477,0.3889260707385
2317600,"lowarsugarbush",0,0,0
2479900,"lowerpine",102,96.1885202,3671.16280416487
2479900,"lowerpine",99,88.819517667478,3393.65074736365
2479900,"lowerpine",97,82.253689278626,3222.57754041754
2479900,"lowerpine",92,74.458571601618,2830.79688821693
2479900,"lowerpine",87,69.77515255308,2470.21257783019
2479900,"lowerpine",82,64.039431093554,2135.6761187136
2479900,"lowerpine",77,58.321023567664,1829.77498206056
2479900,"lowerpine",72,52.188043519712,1553.50231434212
2479900,"lowerpine",67,43.86677463721,1313.36526894981
2479900,"lowerpine",62,39.428636315182,1105.12674156883
2479900,"lowerpine",57,35.59937132602,917.55672246583
2479900,"lowerpine",52,32.055786241852,748.41882854615
2479900,"lowerpine",47,27.066487699078,600.613143693825
2479900,"lowerpine",42,23.093901814818,475.212169909085
2479900,"lowerpine",37,20.18516096397,367.014512962115
2479900,"lowerpine",32,17.5063106764,272.78583386119
2479900,"lowerpine",27,13.628951427138,194.947678602345
2479900,"lowerpine",22,10.815437211288,133.83670700628
2479900,"lowerpine",17,9.010940572336,84.27076254722
2479900,"lowerpine",12,7.36804064732,43.32330949808
2479900,"lowerpine",7,3.768666221436,15.48154232619
2479900,"lowerpine",2,1.7313933636,1.7313933636
2479900,"lowerpine",0,0,0
1544700,"madeline",17,171.5228295,1522.66733284768
1544700,"madeline",14,158.485379229705,1027.65501975312
1544700,"madeline",12,142.6040804463,726.565560077115
1544700,"madeline",7,73.81656490362,185.513946702315
1544700,"madeline",2,0.27786698379,0.27786698379
1544700,"madeline",0,0,0
2480800,"mallard",35,103.4814473,1436.8895668552
2480800,"mallard",32,86.257995211388,1152.28040308812
2480800,"mallard",30,71.979625112934,994.0427827638
2480800,"mallard",25,54.16218951682,678.688246189415
2480800,"mallard",20,46.083392926109,428.074290082092
2480800,"mallard",15,35.438256442358,224.270166660925
2480800,"mallard",10,21.171269303107,82.7463522972625
2480800,"mallard",5,5.963635807899,14.9090895197475
2480800,"mallard",0,0,0
1678200,"marinuka",7,116.5554182,371.60781207615
1678200,"marinuka",4,68.5928636107,93.8853893601
1678200,"marinuka",2,12.6462628747,12.6462628747
1678200,"marinuka",0,0,0
2171200,"marshmiller",14,440.5643212,3113.57159053588
2171200,"marshmiller",11,375.554649963728,1889.39313379029
2171200,"marshmiller",9,303.143498131296,1210.69498569527
2171200,"marshmiller",4,99.756979249316,203.443792243736
2171200,"marshmiller",0,1.964916872552,0
1003900,"mcgrath",20,51.0765315,505.987105478175
1003900,"mcgrath",15,41.042546886825,275.689409511113
1003900,"mcgrath",10,26.16957167934,107.6591130957
1003900,"mcgrath",5,7.940868352305,22.3830130165875
1003900,"mcgrath",0,1.01233685433,0
2481600,"mclain",30,142.8234536,1525.35019974439
2481600,"mclain",27,132.69727073976,1112.06911323475
2481600,"mclain",25,120.938615804872,858.43322669012
2481600,"mclain",20,66.260084828648,390.43647510632
2481600,"mclain",15,31.191214031704,146.80822795544
2481600,"mclain",10,11.772937280248,39.39784967556
2481600,"mclain",5,1.962394252464,5.05952084378
2481600,"mclain",0,0.061414085048,0
1587600,"mcnaughton",9,120.5718793,476.384920848869
1587600,"mcnaughton",6,84.776499773416,168.362352238745
1587600,"mcnaughton",3,13.663205362276,20.7027945352065
1587600,"mcnaughton",0,0.138657661195,0
2424800,"meadow",5,32.228427,82.2090181631115
2424800,"meadow",0,0.655180265244582,0
2317700,"middlesugarbush",57,254.2579991,3756.98738694135
2317700,"middlesugarbush",54,191.624083601706,3088.16426288879
2317700,"middlesugarbush",52,154.314264813772,2742.22591447331
2317700,"middlesugarbush",47,118.591015940222,2059.96271258833
2317700,"middlesugarbush",42,93.66864686844,1529.31355556667
2317700,"middlesugarbush",37,72.48895554341,1113.91954953705
2317700,"middlesugarbush",32,56.185932641118,792.232329075726
2317700,"middlesugarbush",27,46.862291814121,534.611767937628
2317700,"middlesugarbush",22,35.885973992974,327.741103419891
2317700,"middlesugarbush",17,25.65463210919,173.889588164481
2317700,"middlesugarbush",12,12.473897435846,78.568264301891
2317700,"middlesugarbush",7,7.864199912163,27.7230209318685
2317700,"middlesugarbush",2,2.303577471846,2.303577471846
2317700,"middlesugarbush",0,0,0
2482900,"minnow",50,56.32483878,1593.09511954385
2482900,"minnow",47,54.2160368160768,1427.28380614973
2482900,"minnow",45,51.4533034739178,1321.61446585974
2482900,"minnow",40,45.7464708087282,1078.61503015312
2482900,"minnow",35,42.406971117462,858.231425337646
2482900,"minnow",30,38.8996234066314,654.964939027413
2482900,"minnow",25,34.935481253295,470.377177377597
2482900,"minnow",20,29.145287826711,310.175254677582
2482900,"minnow",15,21.9768255951804,182.369971122853
2482900,"minnow",10,15.9754140231714,87.489372076974
2482900,"minnow",5,9.175316237262,24.6125464258905
2482900,"minnow",0,0.6697023330942,0
1005400,"mission",26,104.4413472,1294.94998669704
1005400,"mission",23,96.504849226272,993.530692057632
1005400,"mission",21,81.21359158272,815.81225124864
1005400,"mission",16,63.74577626352,453.41383163304
1005400,"mission",11,41.120647219584,191.24777292528
1005400,"mission",6,16.87772170752,46.25185060752
1005400,"mission",1,1.35251544624,0.67625772312
1005400,"mission",0,0,0
1005700,"moccasin",30,94.23152632,1352.11403643673
1005700,"moccasin",28,89.821490888224,1168.06101922851
1005700,"moccasin",26,83.4099778374112,994.829550502873
1005700,"moccasin",24,75.57368410864,835.845888556822
1005700,"moccasin",18,54.0502611818888,446.974052685235
1005700,"moccasin",12,35.8654612326552,177.226885441603
1005700,"moccasin",6,11.5216887231464,35.0654355741984
1005700,"moccasin",0,0.1667898015864,0
2103200,"montanis",14,211.6794412,1720.32622741284
2103200,"montanis",11,188.52171033272,1120.02450011376
2103200,"montanis",9,166.881721058844,764.621068722198
2103200,"montanis",4,77.203725794464,154.407451588928
2103200,"montanis",0,0,0
1544000,"mud",26,40.84188621,528.463171933311
1544000,"mud",23,35.3658061069632,414.151633457867
1544000,"mud",21,29.6589693468399,349.126858004064
1544000,"mud",16,24.8208395064033,212.927335870956
1544000,"mud",11,18.4462379067465,104.759642338081
1544000,"mud",6,10.3060415662314,32.8789436556363
1544000,"mud",1,2.3712799133526,1.1856399566763
1544000,"mud",0,0,0
2094600,"mud",15,331.9245981,1796.59665477494
2094600,"mud",12,231.125736148992,952.021153401449
2094600,"mud",10,171.834045190389,549.061372062068
2094600,"mud",5,23.818909159656,59.928986186955
2094600,"mud",0,0.152685315126,0
2110900,"murphydamflowage",10,171.6693749,923.0662288373
2110900,"murphydamflowage",5,92.160703915065,263.491031799638
2110900,"murphydamflowage",0,13.23570880479,0
1555500,"muskellunge",20,159.7085194,1770.92392465392
1555500,"muskellunge",10,98.728612522692,478.738265040455
1555500,"muskellunge",5,44.732759198746,120.08483573686
1555500,"muskellunge",0,3.301175095998,0
1596600,"muskellunge",19,269.8732007,2496.05453454229
1596600,"muskellunge",16,241.771304311109,1728.58777702563
1596600,"muskellunge",14,211.057035339442,1275.75943737508
1596600,"muskellunge",9,132.550921255812,416.739545886943
1596600,"muskellunge",4,18.969387277203,37.938774554406
1596600,"muskellunge",0,0,0
2405900,"muskellunge",8,20.84851596,117.905550491806
2405900,"muskellunge",5,19.2346323395364,57.7808280425016
2405900,"muskellunge",3,14.7369819914856,23.8092137114796
2405900,"muskellunge",0,1.1358271495008,0
1869700,"nebish",52,93.028742,1637.29516089467
1869700,"nebish",49,88.16426908082,1365.50564427344
1869700,"nebish",47,80.80662587604,1196.53474931658
1869700,"nebish",42,65.9294694554,829.69451098798
1869700,"nebish",37,53.8217786841,530.31639063923
1869700,"nebish",32,39.9604961261,295.86070361373
1869700,"nebish",27,24.77541456944,134.02092687488
1869700,"nebish",22,8.50375730622,50.82299718573
1869700,"nebish",17,3.78906066166,20.09095226603
1869700,"nebish",12,1.5907914882,6.64132189138
1869700,"nebish",7,0.46514371,1.50148389588
1869700,"nebish",2,0.09674989168,0.09674989168
1869700,"nebish",0,0,0
2486100,"nicaboyne",34,289.4537847,3417.5316288095
2486100,"nicaboyne",31,265.122299558118,2585.66750242232
2486100,"nicaboyne",29,192.611231952921,2127.93397091129
2486100,"nicaboyne",24,115.871244553257,1356.72777964584
2486100,"nicaboyne",19,89.803036703175,842.54207650476
2486100,"nicaboyne",14,70.589094474789,441.56174855985
2486100,"nicaboyne",9,45.641072771496,150.986330444137
2486100,"nicaboyne",4,8.072866055283,16.70148337719
2486100,"nicaboyne",0,0.277875633312,0
2436000,"north",30,132.1597567,1789.82702981121
2436000,"north",27,118.58694968691,1413.70697023085
2436000,"north",25,102.526896052726,1192.59312449121
2436000,"north",20,85.7716820983,721.846679113647
2436000,"north",15,58.450295595709,361.291734878625
2436000,"north",10,27.419184722549,146.61803408298
2436000,"north",5,14.368408748424,42.1490504055475
2436000,"north",0,2.491211413795,0
2323800,"northplacidtown",23,33.26230122,276.780431485297
2323800,"northplacidtown",20,29.345665251345,182.868481778279
2323800,"northplacidtown",17,23.025828019545,104.311241871944
2323800,"northplacidtown",14,14.7115832065938,47.7051250327362
2323800,"northplacidtown",11,5.6023693944846,17.2341961311186
2323800,"northplacidtown",8,1.9814352836754,5.8584891138786
2323800,"northplacidtown",5,0.745075547328,1.7687228673735
2323800,"northplacidtown",2,0.2604438185526,0.2604438185526
2323800,"northplacidtown",0,0,0
2310400,"northturtle",58,359.1540938,7235.83442929734
2310400,"northturtle",53,312.6436386529,5556.34009816509
2310400,"northturtle",48,275.966822594044,4084.81394504773
2310400,"northturtle",43,215.65407562221,2855.7616995071
2310400,"northturtle",38,154.432668793062,1930.54483846892
2310400,"northturtle",33,123.22576958278,1236.39874252931
2310400,"northturtle",28,89.838805023132,703.737306014534
2310400,"northturtle",23,60.06852218805,328.968987986579
2310400,"northturtle",18,25.388602890722,115.326175289649
2310400,"northturtle",13,9.40983725756,28.330074918944
2310400,"northturtle",8,0.869152906996,2.632599507554
2310400,"northturtle",3,0.114929310016,0.172393965024
2310400,"northturtle",0,0,0
2485900,"northtwin",20,98.31232708,683.722909910568
2485900,"northtwin",17,83.6893515501208,410.720391965387
2485900,"northtwin",15,61.39604826146,265.634992153806
2485900,"northtwin",10,12.6754083304244,80.456350674095
2485900,"northtwin",5,9.1804051027304,25.816817091208
2485900,"northtwin",0,1.1463217337528,0
2178100,"oliver",31,15.06305883,248.077432266566
2178100,"oliver",26,13.2244618692102,177.35863051854
2178100,"oliver",21,11.1403370494914,116.446633221786
2178100,"oliver",16,8.808876803784,66.5735985885978
2178100,"oliver",11,6.0127211931711,29.5196035962101
2178100,"oliver",6,2.8142312812089,7.45222241026005
2178100,"oliver",1,0.1388814024126,0.0694407012063
2178100,"oliver",0,0,0
1518200,"oneida",34,255.1588792,3381.8745091224
1518200,"oneida",29,215.068316100096,2206.30652087216
1518200,"oneida",24,158.846608657168,1271.519208979
1518200,"oneida",19,101.532821211264,620.570634307924
1518200,"oneida",14,48.32709172048,245.920851978564
1518200,"oneida",9,20.609182672984,73.580165994904
1518200,"oneida",4,4.901602069432,9.803204138864
1518200,"oneida",0,0,0
1872100,"pallette",60,180.2791629,5743.50483687295
