"WBIC","lake","depth_feet","area_acres","volume_acre_ft"
1537800,"booth",14,62.740737749861,346.352022737677
1537800,"booth",9,28.290799587986,118.77317939306
1537800,"booth",4,10.67692898291,21.35385796582
1537800,"booth",0,0,0
1541300,"brandy",44,112.7731067,2226.33002121172
1541300,"brandy",39,95.332745748845,1706.06539008961
1541300,"brandy",34,83.631408197653,1258.65500522336
1541300,"brandy",29,70.300499254646,873.825236592617
1541300,"brandy",24,55.443770177988,559.464563011033
1541300,"brandy",19,38.382326865345,324.8993204027
1541300,"brandy",14,25.319817916284,165.643958448628
1541300,"brandy",9,14.952586217353,64.962948114535
1541300,"brandy",4,6.129218349145,12.25843669829
1541300,"brandy",0,0,0
1782700,"bugle",10,24.57596762,74.9727508961418
1782700,"bugle",7,12.6455064099231,19.1405398512572
1782700,"bugle",5,1.78737738981373,4.70765605152044
1782700,"bugle",0,0.0956850307944452,0
2105800,"butternut",14,144.9810406,1183.53532721323
2105800,"butternut",11,136.000914945236,762.062393895374
2105800,"butternut",9,120.640173693666,505.421305256472
2105800,"butternut",4,45.293526893846,90.587053787692
2105800,"butternut",0,0,0
2079400,"camelia",6,61.82618139,270.367746003912
2079400,"camelia",3,51.6520649804616,100.150376448219
2079400,"camelia",1,30.2008530853872,18.2974583823705
2079400,"camelia",0,6.3940636793538,0
2431300,"chippewa",11,281.9427709,1248.77528201486
2431300,"chippewa",8,157.625744927063,589.422508274268
2431300,"chippewa",6,99.319979904943,332.476783442262
2431300,"chippewa",1,28.058944559968,14.029472279984
2431300,"chippewa",0,0,0
2425700,"christy",10,121.8764324,821.980198625184
2425700,"christy",5,93.3296908964834,283.964890383976
2425700,"christy",0,20.2562652571069,0
1628450,"clair",18,51.47568768,545.263943103552
1628450,"clair",16,48.0813808343808,445.706874589171
1628450,"clair",14,43.545857992896,354.079635761894
1628450,"clair",12,37.4140740764544,273.119703692544
1628450,"clair",6,24.6249394723584,87.0026630461056
1628450,"clair",0,4.3759482096768,0
1613300,"crooked",13,174.5303912,1055.09293718114
1613300,"crooked",10,145.731131348088,574.700653359008
1613300,"crooked",8,91.015853706888,337.953668304032
1613300,"crooked",6,60.460818119504,186.47699647764
1613300,"crooked",4,42.077532014408,83.938646343728
1613300,"crooked",2,19.58230989264,22.27880443668
1613300,"crooked",0,2.69649454404,0
2459100,"crooked",10,168.0282624,948.790906891776
2459100,"crooked",7,138.85015463424,488.473281340416
2459100,"crooked",5,98.160430611456,251.46269609472
2459100,"crooked",0,2.424647826432,0
2459200,"crooked",13,250.3118394,1440.20796632301
2459200,"crooked",10,194.359633938918,773.20075631463
2459200,"crooked",8,138.192160295952,440.64896207976
2459200,"crooked",3,23.79214033497,35.688210502455
2459200,"crooked",0,0,0
1612500,"crystal",9,116.3384406,585.349301880261
1612500,"crystal",6,92.876467284198,271.526940053964
1612500,"crystal",4,59.550157589922,119.100315179844
1612500,"crystal",0,0,0
1842400,"crystal",67,92.64291244,3195.92652263006
1842400,"crystal",62,84.8185421911812,2752.27288605211
1842400,"crystal",57,68.7802968896969,2368.27578834991
1842400,"crystal",52,65.9415866848855,2031.47107941346
1842400,"crystal",47,63.398900045766,1708.11986258683
1842400,"crystal",42,60.0304634114832,1399.5464539437
1842400,"crystal",37,56.2912183321562,1108.74224958461
1842400,"crystal",32,51.1061319123286,840.248873973393
1842400,"crystal",27,43.7180068548265,603.188527055505
1842400,"crystal",22,35.5726846854363,404.961798204848
1842400,"crystal",17,27.5551200568742,247.142286349072
1842400,"crystal",12,20.5751959767353,126.816496265049
1842400,"crystal",7,11.4919464931535,46.6486400903268
1842400,"crystal",2,5.11964967355517,5.11964967355517
1842400,"crystal",0,0,0
1842500,"crystal",46,89.70810038,1510.93238884148
1842500,"crystal",43,80.552599574062,1255.54133891039
1842500,"crystal",41,64.4814485614667,1110.50729077486
1842500,"crystal",36,55.6510392360418,810.176071281088
1842500,"crystal",31,46.6230400149253,554.49087315367
1842500,"crystal",26,35.9084422074722,348.162167597676
1842500,"crystal",21,25.6113930856484,194.362579364875
1842500,"crystal",16,15.4850915811367,91.6213676979124
1842500,"crystal",11,7.92000397747543,33.108628801382
1842500,"crystal",6,2.50827463898925,7.03793226022026
1842500,"crystal",1,0.255748554249041,0.12787427712452
1842500,"crystal",0,0,0
2469700,"crystal",22,14.32766947,161.761680743415
2469700,"crystal",19,13.0121028592646,120.752022249518
2469700,"crystal",17,10.6660902602468,97.0738291300069
2469700,"crystal",12,8.6519064861542,48.7788372640044
2469700,"crystal",7,4.6573522379182,15.5056904538234
2469700,"crystal",2,1.1035171025794,1.1035171025794
2469700,"crystal",0,0,0
1842800,"currier",39,18.39066567,321.492457949245
1842800,"currier",36,16.9151707013165,268.53370339227
1842800,"currier",34,15.5231561686676,236.095376522286
1842800,"currier",29,13.1843040990117,164.326725853088
1842800,"currier",24,11.0562147958217,103.725428616004
1842800,"currier",19,6.64155563951714,59.4810025276571
1842800,"currier",14,4.98750751851956,30.4083446325653
1842800,"currier",9,2.71587546520475,11.1498871732546
1842800,"currier",4,0.968933002276157,1.93786600455231
1842800,"currier",0,0,0
2092700,"dark",62,16.26324778,364.209335315182
2092700,"dark",57,13.0258856769132,290.986501672899
2092700,"dark",52,10.6413682874096,231.818366762092
2092700,"dark",47,8.8133792369376,183.181497951224
2092700,"dark",42,7.5588323031884,142.250969100909
2092700,"dark",37,6.207681677626,107.834684148873
2092700,"dark",32,5.2130214434012,79.2829263463055
2092700,"dark",27,4.3541593281394,55.364974417454
2092700,"dark",22,3.338031606845,36.134497079993
2092700,"dark",17,2.3238554752842,21.97977937467
2092700,"dark",12,1.6085978379198,12.14864609166
2092700,"dark",7,1.1922586947518,5.146504759981
2092700,"dark",2,0.618816578029,0.618816578029
2092700,"dark",0,0,0
1843500,"day",57,109.9055078,2212.41022967939
1843500,"day",52,95.1102611198295,1699.87080737982
1843500,"day",47,76.547706414943,1270.72588854289
1843500,"day",42,58.7414672313207,932.502954427227
1843500,"day",37,44.7482006019448,673.778784844063
1843500,"day",32,33.7459482924348,477.543412608115
1843500,"day",27,27.883788534407,323.46907054101
1843500,"day",22,24.1079182112003,193.489803676992
1843500,"day",17,17.4152382500179,89.6819125239461
1843500,"day",12,6.92385575581643,28.8341775093602
1843500,"day",7,1.92075635330319,6.72264723656115
1843500,"day",0,0,0
1445100,"deepwoods",25,71.00241202,781.753951931145
1445100,"deepwoods",22,65.6055186823598,576.842055877605
1445100,"deepwoods",20,57.6553786084804,453.581158586765
1445100,"deepwoods",15,43.8603199771146,199.791912122777
1445100,"deepwoods",10,14.4830720038396,53.933432170392
1445100,"deepwoods",5,3.290961797127,9.4983476679755
1445100,"deepwoods",0,0.5083772700632,0
2239100,"deer",18,142.5128469,794.893193589895
2239100,"deer",15,97.979007372219,434.155412181567
2239100,"deer",13,63.358361474802,272.818043334546
2239100,"deer",8,20.540376623697,63.0711980882985
2239100,"deer",3,2.930064132264,4.395096198396
2239100,"deer",0,0,0
2460700,"deer",23,152.8050263,1918.93927272777
2460700,"deer",18,129.516012241617,1213.13667637372
2460700,"deer",13,101.089693199028,636.622412772112
2460700,"deer",8,65.195792521158,220.908698471647
2460700,"deer",3,14.479804292188,21.719706438282
2460700,"deer",0,0,0
1844400,"delano",15,13.53854284,125.462957345972
1844400,"delano",10,10.0143602107633,66.5806997190635
1844400,"delano",5,6.69451414522212,24.8085138291
1844400,"delano",0,3.22889138641786,0
1844500,"dells",42,109.4891255,1298.7227807068
1844500,"dells",39,99.109655818726,985.824608728709
1844500,"dells",37,84.0207565502214,802.694196359761
1844500,"dells",32,56.9490101239804,450.269779674257
1844500,"dells",27,38.3567545696038,212.005367940296
1844500,"dells",22,10.9474964176508,88.7447404721601
1844500,"dells",17,6.74787469511665,44.5063126902415
1844500,"dells",12,3.58911090619176,18.6638486869705
1844500,"dells",7,1.85670794058809,5.04930157002084
1844500,"dells",2,0.116437633871606,0.116437633871606
1844500,"dells",0,0,0
1295400,"delton",16,249.2395494,2437.50297564014
1295400,"delton",6,148.387258130784,449.368937986224
1295400,"delton",2,48.7263319077,55.141757909256
1295400,"delton",0,6.415426001556,0
2461100,"devils",24,974.9380945,13243.9880484496
2461100,"devils",21,928.68703129692,10388.5503597542
2461100,"devils",19,879.62814638168,8580.2351820756
2461100,"devils",14,701.03898623117,4628.56735054348
2461100,"devils",9,472.133271023515,1695.63670740676
2461100,"devils",4,111.82539943915,235.7400312501
2461100,"devils",0,6.0446161859,0
1537100,"diamond",17,117.2806444,1109.29838865418
1537100,"diamond",12,91.006261635068,588.581123566508
1537100,"diamond",7,58.144225074188,215.704906793368
1537100,"diamond",2,20.098384030828,20.098384030828
1537100,"diamond",0,0,0
1844700,"diamond",40,114.8524202,2491.42344605557
1844700,"diamond",35,102.054804022261,1949.15538549992
1844700,"diamond",30,90.3058501642069,1468.25375003375
1844700,"diamond",25,77.8231137262457,1047.93134030762
1844700,"diamond",20,63.9796467012165,693.424439238961
1844700,"diamond",15,52.1941442763014,402.989961795167
1844700,"diamond",10,33.1888969740488,189.532358669291
1844700,"diamond",5,20.6864806887387,54.8439145123223
1844700,"diamond",0,1.2510851161902,0
1451700,"dynamite",28,100.4454004,1306.96642083868
1451700,"dynamite",23,84.20840142534,845.331916275334
1451700,"dynamite",18,68.585123847124,463.348103094174
1451700,"dynamite",13,48.858651662568,169.738664319944
1451700,"dynamite",8,8.775914632948,25.652248581154
1451700,"dynamite",3,0.928115499696,1.392173249544
1451700,"dynamite",0,0,0
1315000,"eaglenestflowage",12,350.4005025,1344.33955988145
1315000,"eaglenestflowage",9,217.153703414325,493.008251009963
1315000,"eaglenestflowage",7,75.949308916875,199.905238678763
1315000,"eaglenestflowage",2,2.86627611045,2.86627611045
1315000,"eaglenestflowage",0,0,0
1523000,"easthorsehead",26,191.4666162,3053.17069924693
1523000,"easthorsehead",21,168.904190146992,2152.24368337945
1523000,"easthorsehead",16,144.074799358176,1369.79620961653
1523000,"easthorsehead",11,114.71722309623,722.816153480511
1523000,"easthorsehead",6,82.131519685152,230.694296527056
1523000,"easthorsehead",1,8.455165771392,4.227582885696
1523000,"easthorsehead",0,0,0
2463300,"ellison",18,118.3879714,1512.32938245359
2463300,"ellison",15,111.542778893652,1167.43325701311
2463300,"ellison",13,104.8325486747,951.05792944476
2463300,"ellison",8,87.371506772914,470.547790825725
2463300,"ellison",3,63.02975597336,94.54463396004
2463300,"ellison",0,0,0
1764000,"esadore",36,47.5315237,655.019409423348
1764000,"esadore",33,41.8956752862482,520.878610943976
1764000,"esadore",31,36.3965039114904,442.586431746237
1764000,"esadore",26,28.7318927108906,279.765440190285
1764000,"esadore",21,21.0922399331335,155.205108580225
1764000,"esadore",16,12.7026460869404,70.7178935300401
1764000,"esadore",11,5.94010340073832,24.1110198108433
1764000,"esadore",6,1.81364499713874,4.72664881615064
1764000,"esadore",1,0.0641787744345932,0.0320893872172966
1764000,"esadore",0,0,0
2130100,"fallcreekpond",10,14.96280595,31.198048917988
2130100,"fallcreekpond",7,1.908655526982,5.890856702515
2130100,"fallcreekpond",5,1.137771764438,2.844429411095
2130100,"fallcreekpond",0,0,0
1571100,"fifth",14,237.9843358,1481.16095954365
1571100,"fifth",9,150.734518609004,509.363823521135
1571100,"fifth",4,29.45056155525,58.9011231105
1571100,"fifth",0,0,0
2175700,"finley",30,57.98676596,850.504943357661
2175700,"finley",25,51.8181337971752,575.992693964723
2175700,"finley",20,42.0299677031272,341.372440213967
2175700,"finley",15,29.7524297464164,161.916446590108
2175700,"finley",10,11.3236556566688,59.226233082395
2175700,"finley",5,5.818971964086,16.369664030508
2175700,"finley",0,0.7288936481172,0
1849100,"fish",40,106.8392236,1676.410082391
1849100,"fish",37,88.5426832630094,1383.33722209649
1849100,"fish",35,80.5070029010506,1214.28753593243
1849100,"fish",30,66.7331402991079,846.18717793203
1849100,"fish",25,50.4893282475931,553.131006565278
1849100,"fish",20,37.3134827080639,333.623979176135
1849100,"fish",15,29.0914435430935,167.611663548242
1849100,"fish",10,14.4163832224292,58.8420966344351
1849100,"fish",5,4.49764455708386,11.5570271856524
1849100,"fish",0,0.12516631717712,0
2464400,"fish",7,83.16971996,368.361600643039
2464400,"fish",4,70.7142226987904,137.535686654853
2464400,"fish",2,32.6466101758988,34.1748537801638
2464400,"fish",1,16.8901067294768,9.406495327476
2464400,"fish",0,1.9228839254752,0
2464500,"fish",29,330.1006409,3420.25196451872
2464500,"fish",26,307.3236966779,2464.11545815187
2464500,"fish",24,269.840768903705,1886.95099257026
2464500,"fish",19,127.758851047527,892.951942692181
2464500,"fish",14,83.432936987475,364.972472604676
2464500,"fish",9,26.563198573223,89.982133702931
2464500,"fish",4,5.238697171083,10.477394342166
2464500,"fish",0,0,0
2307300,"fisher",21,441.2113614,3903.76311973576
2307300,"fisher",16,326.116965665196,1985.44230207277
2307300,"fisher",11,206.61928054362,653.601686550732
2307300,"fisher",6,26.018233981758,72.007900237287
2307300,"fisher",1,2.320771760964,1.160385880482
2307300,"fisher",0,0,0
2343200,"fishtrap",34,339.1014727,5243.53624540428
2343200,"fishtrap",29,287.948015543205,3675.91252479627
2343200,"fishtrap",24,227.221723812089,2387.98817640803
2343200,"fishtrap",19,180.466412756213,1368.76783498728
2343200,"fishtrap",14,121.652653331125,613.470169768933
2343200,"fishtrap",9,52.760798137393,177.436541097638
2343200,"fishtrap",4,10.118787945368,20.237575890736
2343200,"fishtrap",0,0,0
2401100,"fishtrap",11,262.603806,1996.04890336794
2401100,"fishtrap",8,237.5776632882,1245.77669943564
2401100,"fishtrap",6,212.58303303312,795.61600311432
2401100,"fishtrap",1,82.02692484216,59.09110842612
2401100,"fishtrap",0,36.15529201008,0
1593800,"found",21,336.3575863,3536.98333482903
1593800,"found",18,303.071639559752,2577.83949603941
1593800,"found",16,262.517005379561,2012.25085110009
1593800,"found",11,197.902713051331,861.201555022862
1593800,"found",6,70.271826929796,190.765205070045
1593800,"found",1,5.028545915185,2.5142729575925
1593800,"found",0,0,0
1572000,"fourth",12,252.9495855,1428.64914092058
1572000,"fourth",7,138.15600460839,450.885165649605
1572000,"fourth",2,30.14147260818,30.14147260818
1572000,"fourth",0,0,0
2465700,"george",50,49.75568259,772.995328695374
2465700,"george",47,43.2003714087675,633.561247697222
2465700,"george",45,36.4594715314743,553.901404756981
2465700,"george",40,21.7501990873926,408.377228209813
2465700,"george",35,18.3707931258798,308.074747676633
2465700,"george",30,15.135678643878,224.308568252238
2465700,"george",25,12.5274857625102,155.150657236267
2465700,"george",20,9.5107987270785,100.054946012296
2465700,"george",15,7.4225527287762,57.721567372659
2465700,"george",10,5.0462213282778,26.549632230024
2465700,"george",5,2.7868157818659,6.96703945466475
2465700,"george",0,0,0
2423000,"ghost",12,384.051228,2079.925438041
2423000,"ghost",9,332.4347429568,1005.1964816058
2423000,"ghost",7,189.4524707724,483.3092678766
2423000,"ghost",2,2.7651688416,2.7651688416
2423000,"ghost",0,0,0
1589300,"gilmore",24,313.5280476,3478.28172771464
1589300,"gilmore",19,268.292220892272,2023.73105648396
1589300,"gilmore",14,179.968234602876,903.079917746088
1589300,"gilmore",9,68.822541728676,281.102976917208
1589300,"gilmore",4,24.232582799004,48.465165598008
1589300,"gilmore",0,0,0
1851000,"goodman",15,13.80442165,121.842311919936
1851000,"goodman",10,10.1916664599785,61.85209164499
1851000,"goodman",5,6.0909249646295,21.14561308347
1851000,"goodman",0,2.3673202687585,0
2314100,"grandportage",33,147.4983374,2204.86267180679
2314100,"grandportage",30,137.2472029507,1777.74436128074
2314100,"grandportage",28,124.640520053122,1515.85663827691
2314100,"grandportage",23,107.40828929468,935.734614907409
2314100,"grandportage",18,84.355774142434,456.324456314624
2314100,"grandportage",13,39.24930758214,147.311752003189
2314100,"grandportage",8,7.4486660387,30.566817951089
2314100,"grandportage",3,2.92046708052,4.643985153039
2314100,"grandportage",0,0.175523021506,0
1764400,"grassyknoll",6,59.11637357,287.002236136228
1764400,"grassyknoll",3,57.0985065066726,112.679916021219
1764400,"grassyknoll",1,37.0542730096979,18.5271365048489
1764400,"grassyknoll",0,0,0
2467200,"green",6,250.939177,1073.94063171925
2467200,"green",3,208.72116986152,384.450111426965
2467200,"green",1,112.70431256601,63.024628999435
2467200,"green",0,13.34494543286,0
1539700,"gunlock",26,263.8238804,3252.1596119296
1539700,"gunlock",23,232.927465766356,2507.03259268007
1539700,"gunlock",21,202.994008296172,2071.11111861754
1539700,"gunlock",16,165.99798554768,1148.63113400791
1539700,"gunlock",11,104.64574216066,472.021814737062
